"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","rt","stimulus","response","condition","shape","image_path","surprisal","n_sides","text_response","word_count"
"","","","","","survey-text","10","2.0.0","501181","pjq3ncgdq2t","flamingo","15184","","{""image_description"":""I see 3 lines that converge into a triangle""}","study","5","stimuli/5.jpg","6522.84","3","I see 3 lines that converge into a triangle","9"
"","","","","","survey-text","11","2.0.0","555406","pjq3ncgdq2t","flamingo","53719","","{""image_description"":""Looks like a car door from an upper right side angle without the side mirror included.""}","study","48","stimuli/48.jpg","6690.71","12","Looks like a car door from an upper right side angle without the side mirror included.","16"
"","","","","","survey-text","12","2.0.0","588114","pjq3ncgdq2t","flamingo","32205","","{""image_description"":""A triangle with two extra lines that make it look like a home plate.""}","study","15","stimuli/15.jpg","6585.63","5","A triangle with two extra lines that make it look like a home plate.","14"
"","","","","","survey-text","13","2.0.0","604014","pjq3ncgdq2t","flamingo","15397","","{""image_description"":""Looks like a puffer fish blown up""}","study","26","stimuli/26.jpg","6669.01","8","Looks like a puffer fish blown up","7"
"","","","","","survey-text","14","2.0.0","625922","pjq3ncgdq2t","flamingo","21404","","{""image_description"":""Looks like an origami swan""}","study","65","stimuli/65.jpg","6894.67","15","Looks like an origami swan","5"
"","","","","","survey-text","15","2.0.0","710509","pjq3ncgdq2t","flamingo","83976","","{""image_description"":""This looks like a chicken that is leaning back and looking up with its tail forming some hind leg""}","study","133","stimuli/133.jpg","7027.21","29","This looks like a chicken that is leaning back and looking up with its tail forming some hind leg","19"
"","","","","","survey-text","16","2.0.0","730976","pjq3ncgdq2t","flamingo","19964","","{""image_description"":""This looks like a US state, not sure which but...""}","study","68","stimuli/68.jpg","6783.11","16","This looks like a US state, not sure which but...","10"
"","","","","","survey-text","17","2.0.0","791667","pjq3ncgdq2t","flamingo","60186","","{""image_description"":""It looks like a car without wheels and a tail, like a shark shaped car flying""}","study","70","stimuli/70.jpg","6790.01","16","It looks like a car without wheels and a tail, like a shark shaped car flying","16"
"","","","","","survey-text","18","2.0.0","841608","pjq3ncgdq2t","flamingo","49437","","{""image_description"":""This looks like its up against a wall, some spilled milk perhaps.also looks like a praying mantis""}","study","52","stimuli/52.jpg","6699.28","13","This looks like its up against a wall, some spilled milk perhaps.also looks like a praying mantis","17"
"","","","","","survey-text","19","2.0.0","855152","pjq3ncgdq2t","flamingo","13040","","{""image_description"":""This looks like a witch riding a broom""}","study","155","stimuli/155.jpg","7171.51","33","This looks like a witch riding a broom","8"
"","","","","","survey-text","20","2.0.0","895668","pjq3ncgdq2t","flamingo","40011","","{""image_description"":""This looks like a dog but as those candy toys where you put some pink pill into them and it deposits them.""}","study","110","stimuli/110.jpg","6951.51","24","This looks like a dog but as those candy toys where you put some pink pill into them and it deposits them.","22"
"","","","","","survey-text","21","2.0.0","944611","pjq3ncgdq2t","flamingo","48438","","{""image_description"":""Looks like a fish horse hybrid, head of a horse body of a fish""}","study","93","stimuli/93.jpg","6903.36","21","Looks like a fish horse hybrid, head of a horse body of a fish","14"
"","","","","","survey-text","22","2.0.0","995634","pjq3ncgdq2t","flamingo","50518","","{""image_description"":""This looks like a floor plan of an oddly shaped house.""}","study","94","stimuli/94.jpg","6965.94","21","This looks like a floor plan of an oddly shaped house.","11"
"","","","","","survey-text","23","2.0.0","1012260","pjq3ncgdq2t","flamingo","16122","","{""image_description"":""I see an oddly shaped pentagon.""}","study","14","stimuli/14.jpg","6580.15","5","I see an oddly shaped pentagon.","6"
"","","","","","survey-text","24","2.0.0","1026238","pjq3ncgdq2t","flamingo","13474","","{""image_description"":""Another oddly shaped pentagon.""}","study","11","stimuli/11.jpg","6580.42","5","Another oddly shaped pentagon.","4"
"","","","","","survey-text","25","2.0.0","1060459","pjq3ncgdq2t","flamingo","33715","","{""Q0"":""To see how we create relations using random images."",""Q1"":""no"",""Q2"":""Yes"",""Q3"":""It seemed to do the job.""}","","","","","","",""
"","","","","","html-keyboard-response","26","2.0.0","1080110","pjq3ncgdq2t","flamingo","19649","<p style=""width:900px;"">Congratulations! You have completed the visual complexity experiment. You received visual stimuli of varying complexity and was asked to describe them. We are collecting data to show the relationship between complex objects and events in the real world and their representations in the mind. We want to know if there is an inverted U-shaped relationship between the two, meaning the length of the descriptions of the stimuli would increase as their complexity increases, hit a plateau point of maximum of description length where they would then begin the decrease as the stimuli gets increasingly complex still. Thanks for participating!</p>"," ","","","","","","",""
"true","","","","","fullscreen","27","null","1081111","pjq3ncgdq2t","flamingo","null","","","","","","","","",""
