"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","rt","stimulus","response","condition","shape","image_path","surprisal","n_sides","text_response","word_count"
"","","","","","survey-text","16","2.0.0","439751","pcv0gpxj8dz","squirrel","28413","","{""image_description"":""Pacman with a sharp nose and a straight back of his head ""}","study","43","stimuli/43.jpg","6685.72","11","Pacman with a sharp nose and a straight back of his head ","13"
"","","","","","survey-text","17","2.0.0","482550","pcv0gpxj8dz","squirrel","42295","","{""image_description"":""A crab claw on the left of the shape, and a large formation of the right side and a trapezoid base.""}","study","113","stimuli/113.jpg","6936.3","25","A crab claw on the left of the shape, and a large formation of the right side and a trapezoid base.","21"
"","","","","","survey-text","18","2.0.0","496418","pcv0gpxj8dz","squirrel","13364","","{""image_description"":""A porcupine yelling to the left""}","study","132","stimuli/132.jpg","7051.12","29","A porcupine yelling to the left","6"
"","","","","","survey-text","19","2.0.0","533465","pcv0gpxj8dz","squirrel","36545","","{""image_description"":""A dragon with it's pointy beak and head at the top left, with his wing behind him on the left side, and it's body with a dip in it's base and his foot on the bottom.""}","study","159","stimuli/159.jpg","7148.24","34","A dragon with it's pointy beak and head at the top left, with his wing behind him on the left side, and it's body with a dip in it's base and his foot on the bottom.","36"
"","","","","","survey-text","20","2.0.0","546368","pcv0gpxj8dz","squirrel","12399","","{""image_description"":""A parallelogram or rhombus""}","study","10","stimuli/10.jpg","6545.43","4","A parallelogram or rhombus","4"
"","","","","","survey-text","21","2.0.0","644866","pcv0gpxj8dz","squirrel","97997","","{""image_description"":""Aardvark with two wings\n""}","study","104","stimuli/104.jpg","6941.74","23","Aardvark with two wings
","4"
"","","","","","survey-text","22","2.0.0","653016","pcv0gpxj8dz","squirrel","7645","","{""image_description"":""Unicorn with a large fuzzy tail""}","study","57","stimuli/57.jpg","6789.16","14","Unicorn with a large fuzzy tail","6"
"","","","","","survey-text","23","2.0.0","684433","pcv0gpxj8dz","squirrel","30913","","{""image_description"":""Squirrel and a fuzzy tail\n""}","study","160","stimuli/160.jpg","7132.53","34","Squirrel and a fuzzy tail
","5"
"","","","","","survey-text","24","2.0.0","695451","pcv0gpxj8dz","squirrel","10514","","{""image_description"":""Guy laughing with a square nose wearing a hat""}","study","105","stimuli/105.jpg","7003.86","23","Guy laughing with a square nose wearing a hat","9"
"","","","","","survey-text","25","2.0.0","731511","pcv0gpxj8dz","squirrel","35555","","{""Q0"":""Shape differences and how we understand previous descriptions and items"",""Q1"":""N/A"",""Q2"":""Instructions were clear, but was hard to process for each image and time consuming"",""Q3"":""""}","","","","","","",""
"","","","","","html-keyboard-response","26","2.0.0","738400","pcv0gpxj8dz","squirrel","6888","<p style=""width:900px;"">Congratulations! You have completed the visual complexity experiment. You received visual stimuli of varying complexity and was asked to describe them. We are collecting data to show the relationship between complex objects and events in the real world and their representations in the mind. We want to know if there is an inverted U-shaped relationship between the two, meaning the length of the descriptions of the stimuli would increase as their complexity increases, hit a plateau point of maximum of description length where they would then begin the decrease as the stimuli gets increasingly complex still. Thanks for participating!</p>","n","","","","","","",""
"true","","","","","fullscreen","27","null","739403","pcv0gpxj8dz","squirrel","null","","","","","","","","",""
