"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","rt","stimulus","response","condition","shape","image_path","surprisal","n_sides","text_response","word_count"
"","","","","","survey-text","11","2.0.0","333017","pj73gzxllrw","parrot","15883","","{""image_description"":""Kinda like the top of a flower with no definition in the petals. \n""}","study","30","stimuli/30.jpg","6632.49","8","Kinda like the top of a flower with no definition in the petals. 
","14"
"","","","","","survey-text","12","2.0.0","343901","pj73gzxllrw","parrot","10380","","{""image_description"":""A fish with wings\n""}","study","111","stimuli/111.jpg","7024.76","25","A fish with wings
","4"
"","","","","","survey-text","13","2.0.0","360261","pj73gzxllrw","parrot","15858","","{""image_description"":""A bee with no real definition in the face or legs""}","study","104","stimuli/104.jpg","6941.74","23","A bee with no real definition in the face or legs","11"
"","","","","","survey-text","14","2.0.0","373372","pj73gzxllrw","parrot","12606","","{""image_description"":""Malgamation of shapes put together""}","study","153","stimuli/153.jpg","7262.77","33","Malgamation of shapes put together","5"
"","","","","","survey-text","15","2.0.0","397601","pj73gzxllrw","parrot","23722","","{""image_description"":""Another malgamation of shapes put together to create a chomping animal maybe? ""}","study","118","stimuli/118.jpg","7003.15","26","Another malgamation of shapes put together to create a chomping animal maybe? ","13"
"","","","","","survey-text","16","2.0.0","410972","pj73gzxllrw","parrot","12867","","{""image_description"":""A bunch of zig zags but expanded\n""}","study","147","stimuli/147.jpg","7182.98","32","A bunch of zig zags but expanded
","7"
"","","","","","survey-text","17","2.0.0","420756","pj73gzxllrw","parrot","9280","","{""image_description"":""Looks like the state of montana""}","study","27","stimuli/27.jpg","6627.84","8","Looks like the state of montana","6"
"","","","","","survey-text","18","2.0.0","440663","pj73gzxllrw","parrot","19401","","{""image_description"":""Those plant chomping animals from mario ""}","study","134","stimuli/134.jpg","7048.98","29","Those plant chomping animals from mario ","7"
"","","","","","survey-text","19","2.0.0","509229","pj73gzxllrw","parrot","68060","","{""image_description"":""Long rectangle attached to a square which attaches to a curved area ""}","study","73","stimuli/73.jpg","6798.06","17","Long rectangle attached to a square which attaches to a curved area ","13"
"","","","","","survey-text","20","2.0.0","519758","pj73gzxllrw","parrot","10026","","{""image_description"":""A unicorn""}","study","44","stimuli/44.jpg","6692.06","11","A unicorn","2"
"","","","","","survey-text","21","2.0.0","535859","pj73gzxllrw","parrot","15597","","{""image_description"":""Rayquaza the pokemon but less serpent like""}","study","90","stimuli/90.jpg","6873.09","20","Rayquaza the pokemon but less serpent like","7"
"","","","","","survey-text","22","2.0.0","548634","pj73gzxllrw","parrot","12272","","{""image_description"":""Idaho but the corner is jagged""}","study","33","stimuli/33.jpg","6635.57","9","Idaho but the corner is jagged","6"
"","","","","","survey-text","23","2.0.0","556669","pj73gzxllrw","parrot","7529","","{""image_description"":""A chicken""}","study","148","stimuli/148.jpg","7141.91","32","A chicken","2"
"","","","","","survey-text","24","2.0.0","566875","pj73gzxllrw","parrot","9700","","{""image_description"":""A triceratops ""}","study","77","stimuli/77.jpg","6870.06","18","A triceratops ","3"
"","","","","","survey-text","25","2.0.0","583902","pj73gzxllrw","parrot","16521","","{""Q0"":""How to describe random shapes"",""Q1"":""No"",""Q2"":""Yep"",""Q3"":""No""}","","","","","","",""
"","","","","","html-keyboard-response","26","2.0.0","587205","pj73gzxllrw","parrot","3300","<p style=""width:900px;"">Congratulations! You have completed the visual complexity experiment. You received visual stimuli of varying complexity and was asked to describe them. We are collecting data to show the relationship between complex objects and events in the real world and their representations in the mind. We want to know if there is an inverted U-shaped relationship between the two, meaning the length of the descriptions of the stimuli would increase as their complexity increases, hit a plateau point of maximum of description length where they would then begin the decrease as the stimuli gets increasingly complex still. Thanks for participating!</p>"," ","","","","","","",""
"true","","","","","fullscreen","27","null","588208","pj73gzxllrw","parrot","null","","","","","","","","",""
