"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","rt","stimulus","response","condition","shape","image_path","surprisal","n_sides","text_response","word_count"
"","","","","","survey-text","10","2.0.0","398578","pscsu9tl1a3","moose","50233","","{""image_description"":""A fish-like shape pointed downwards to the left with a triangular head. Its tail is near the top right and is made up of a trapezoid-like shape""}","study","51","stimuli/51.jpg","6793.84","13","A fish-like shape pointed downwards to the left with a triangular head. Its tail is near the top right and is made up of a trapezoid-like shape","27"
"","","","","","survey-text","11","2.0.0","471126","pscsu9tl1a3","moose","72030","","{""image_description"":""A squared shape with a center in the top middle that is slightly distorted. It has two connecting shapes beneath it with the one on the left being slightly longer and higher than the one on the right""}","study","95","stimuli/95.jpg","6926.4","21","A squared shape with a center in the top middle that is slightly distorted. It has two connecting shapes beneath it with the one on the left being slightly longer and higher than the one on the right","38"
"","","","","","survey-text","12","2.0.0","556862","pscsu9tl1a3","moose","85229","","{""image_description"":""a shape with a long, flat head with two \""ears\"" made up of a triangular shape and a trapezoid like shape with two branch like shapes beneath it, both pointing slightly up as if they were limbs""}","study","135","stimuli/135.jpg","7034.4","29","a shape with a long, flat head with two ""ears"" made up of a triangular shape and a trapezoid like shape with two branch like shapes beneath it, both pointing slightly up as if they were limbs","37"
"","","","","","survey-text","13","2.0.0","595143","pscsu9tl1a3","moose","37771","","{""image_description"":""A square-like shape with a dent in the top left and another one in the bottom left that is much smaller. on the top right is a triangular dent pointing outwards""}","study","60","stimuli/60.jpg","6764.54","14","A square-like shape with a dent in the top left and another one in the bottom left that is much smaller. on the top right is a triangular dent pointing outwards","31"
"","","","","","survey-text","14","2.0.0","634188","pscsu9tl1a3","moose","38537","","{""image_description"":""A distorted zig-zag like shape that almost looks like a bird pointing downwards, with a right wing that is much larger and more distorted than the left""}","study","147","stimuli/147.jpg","7182.98","32","A distorted zig-zag like shape that almost looks like a bird pointing downwards, with a right wing that is much larger and more distorted than the left","27"
"","","","","","survey-text","15","2.0.0","688941","pscsu9tl1a3","moose","54246","","{""image_description"":""A square-like shape with a near 90 degree angle on the bottom left, but has a large dent on the right with one triangular edge pointing towards the right and a flat triangle near the top right""}","study","38","stimuli/38.jpg","6702.45","10","A square-like shape with a near 90 degree angle on the bottom left, but has a large dent on the right with one triangular edge pointing towards the right and a flat triangle near the top right","37"
"","","","","","survey-text","16","2.0.0","756843","pscsu9tl1a3","moose","67387","","{""image_description"":""a distorted shape that almost looks like a bird  with a triangular head pointing downwards to the right. it has a larger \""wing\"" near the top that has several dents while the bottom \""wing\"" is a near perfect triangle""}","study","114","stimuli/114.jpg","7105.53","25","a distorted shape that almost looks like a bird  with a triangular head pointing downwards to the right. it has a larger ""wing"" near the top that has several dents while the bottom ""wing"" is a near perfect triangle","40"
"","","","","","survey-text","17","2.0.0","820618","pscsu9tl1a3","moose","63272","","{""image_description"":""a shape with a near rectangular base with a trianglular shape branching off it from the middle right. on top of that are two big shapes, one that looks like a triangle and another resembling a dented trapezoid""}","study","125","stimuli/125.jpg","7031.31","27","a shape with a near rectangular base with a trianglular shape branching off it from the middle right. on top of that are two big shapes, one that looks like a triangle and another resembling a dented trapezoid","38"
"","","","","","survey-text","18","2.0.0","890789","pscsu9tl1a3","moose","69662","","{""image_description"":""a star-like shape with a wider bottom right point and a small bottom left triangular point. the top three points are slanted with the top left one resembling a trapezoid while the other two branch out towards the right""}","study","88","stimuli/88.jpg","6908.86","20","a star-like shape with a wider bottom right point and a small bottom left triangular point. the top three points are slanted with the top left one resembling a trapezoid while the other two branch out towards the right","39"
"","","","","","survey-text","19","2.0.0","943338","pscsu9tl1a3","moose","52037","","{""image_description"":""a slanted star-like shape with a squared top middle edge. the bottom middle shape is a near perfect triangle and the top right point is a pointed trapezoid""}","study","115","stimuli/115.jpg","6963.36","25","a slanted star-like shape with a squared top middle edge. the bottom middle shape is a near perfect triangle and the top right point is a pointed trapezoid","28"
"","","","","","survey-text","20","2.0.0","999097","pscsu9tl1a3","moose","55254","","{""image_description"":""a shape with many angled edges with a near flat base at the bottom. it has two triangular edges on the right and a triangular point on the top right""}","study","92","stimuli/92.jpg","6886.05","21","a shape with many angled edges with a near flat base at the bottom. it has two triangular edges on the right and a triangular point on the top right","30"
"","","","","","survey-text","21","2.0.0","1044985","pscsu9tl1a3","moose","45371","","{""image_description"":""a shape with a large pentagon-like head that is connected to a triangular shape like a \""neck\"" and a small triangle at its base""}","study","42","stimuli/42.jpg","6766.43","11","a shape with a large pentagon-like head that is connected to a triangular shape like a ""neck"" and a small triangle at its base","24"
"","","","","","survey-text","22","2.0.0","1073443","pscsu9tl1a3","moose","27948","","{""image_description"":""a pentagon that is closer to an isoceles triangle angled to the top left""}","study","17","stimuli/17.jpg","6592.16","6","a pentagon that is closer to an isoceles triangle angled to the top left","14"
"","","","","","survey-text","23","2.0.0","1118605","pscsu9tl1a3","moose","44657","","{""image_description"":""a squared image with a flat top half with a small triangle pointing out of it at the top left. it is connected to another large shape similar to a pentagon but has more angles.""}","study","72","stimuli/72.jpg","6817.14","17","a squared image with a flat top half with a small triangle pointing out of it at the top left. it is connected to another large shape similar to a pentagon but has more angles.","35"
"","","","","","survey-text","24","2.0.0","1162627","pscsu9tl1a3","moose","43494","","{""image_description"":""an image that is more flat towards the left with a small triangle pointing outwards in the bottom left and a larger triangle pointing away from it in the middle right almost like a tail or a wing""}","study","77","stimuli/77.jpg","6870.06","18","an image that is more flat towards the left with a small triangle pointing outwards in the bottom left and a larger triangle pointing away from it in the middle right almost like a tail or a wing","38"
"","","","","","survey-text","25","2.0.0","1209482","pscsu9tl1a3","moose","46304","","{""Q0"":""I think this experiment was about the relationship between a shape's complexity and how people describe it"",""Q1"":""No"",""Q2"":""Yes"",""Q3"":""""}","","","","","","",""
"","","","","","html-keyboard-response","26","2.0.0","1223637","pscsu9tl1a3","moose","14152","<p style=""width:900px;"">Congratulations! You have completed the visual complexity experiment. You received visual stimuli of varying complexity and was asked to describe them. We are collecting data to show the relationship between complex objects and events in the real world and their representations in the mind. We want to know if there is an inverted U-shaped relationship between the two, meaning the length of the descriptions of the stimuli would increase as their complexity increases, hit a plateau point of maximum of description length where they would then begin the decrease as the stimuli gets increasingly complex still. Thanks for participating!</p>"," ","","","","","","",""
"true","","","","","fullscreen","27","null","1224667","pscsu9tl1a3","moose","null","","","","","","","","",""
