"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","rt","stimulus","response","condition","shape","image_path","surprisal","n_sides","text_response","word_count"
"","","","","","survey-text","10","2.0.0","435551","pvvs8tb5l8c","turtle","70433","","{""image_description"":""a square with a triangle taken out at the top left and a short straight line connecting a rectangle at the top right both connected to a triangle pointing down and right""}","study","64","stimuli/64.jpg","6822.22","15","a square with a triangle taken out at the top left and a short straight line connecting a rectangle at the top right both connected to a triangle pointing down and right","32"
"","","","","","survey-text","11","2.0.0","564415","pvvs8tb5l8c","turtle","128354","","{""image_description"":""a triangle at the top pointing down with a tiny rectangle coming out of the bottom left then on the right connected to a small rectangle and a stright line pointing from the left side of the triangle down with a deformed line across the bottom connected to a square with two points  ""}","study","138","stimuli/138.jpg","7120.54","30","a triangle at the top pointing down with a tiny rectangle coming out of the bottom left then on the right connected to a small rectangle and a stright line pointing from the left side of the triangle down with a deformed line across the bottom connected to a square with two points  ","55"
"","","","","","survey-text","12","2.0.0","655558","pvvs8tb5l8c","turtle","90633","","{""image_description"":""a rectangle with the top angled left and slightly bigger than the bottom line and a practically straight line connecting the top and bottom on the left and a slightly curved line connecting top and bottom on the other side and the uppere right corner is cut off""}","study","35","stimuli/35.jpg","6698.42","9","a rectangle with the top angled left and slightly bigger than the bottom line and a practically straight line connecting the top and bottom on the left and a slightly curved line connecting top and bottom on the other side and the uppere right corner is cut off","48"
"","","","","","survey-text","13","2.0.0","742335","pvvs8tb5l8c","turtle","86266","","{""image_description"":""a zig zag along the left with all points facing down then a not straight line across the bottom with zig zags connecting the right top and bottom with points going up""}","study","147","stimuli/147.jpg","7182.98","32","a zig zag along the left with all points facing down then a not straight line across the bottom with zig zags connecting the right top and bottom with points going up","32"
"","","","","","survey-text","14","2.0.0","832146","pvvs8tb5l8c","turtle","89303","","{""image_description"":""a triangle at the top left that points right and a straight line down on the left of it to a straight line at the bottom with a triangle at the end pointing down and right then a line from the triangle going up and right that connects to a rectangle at the top right""}","study","63","stimuli/63.jpg","6749.45","15","a triangle at the top left that points right and a straight line down on the left of it to a straight line at the bottom with a triangle at the end pointing down and right then a line from the triangle going up and right that connects to a rectangle at the top right","55"
"","","","","","survey-text","15","2.0.0","890724","pvvs8tb5l8c","turtle","58073","","{""image_description"":""a boat shape at the bottom with a square and a thin rectangle pointing up and right in the middle of the top with a curved line connecting to the left side and a line down""}","study","73","stimuli/73.jpg","6798.06","17","a boat shape at the bottom with a square and a thin rectangle pointing up and right in the middle of the top with a curved line connecting to the left side and a line down","36"
"","","","","","survey-text","16","2.0.0","942224","pvvs8tb5l8c","turtle","50992","","{""image_description"":""a square missing a rectangle in the top right corner and bottom right with an extra square shape on the bottom line""}","study","68","stimuli/68.jpg","6783.11","16","a square missing a rectangle in the top right corner and bottom right with an extra square shape on the bottom line","22"
"","","","","","survey-text","17","2.0.0","1006254","pvvs8tb5l8c","turtle","63522","","{""image_description"":""a triangle on both bottom sides connected to a square at the bottom with cut outs and then at the top a not straight line connect to triangles""}","study","101","stimuli/101.jpg","6963.9","23","a triangle on both bottom sides connected to a square at the bottom with cut outs and then at the top a not straight line connect to triangles","28"
"","","","","","survey-text","18","2.0.0","1065038","pvvs8tb5l8c","turtle","58274","","{""image_description"":""two triangles on the left upper corner and a normal corner on the bottom right with a curved shape missing from the bottom left corner and the top right""}","study","159","stimuli/159.jpg","7148.24","34","two triangles on the left upper corner and a normal corner on the bottom right with a curved shape missing from the bottom left corner and the top right","29"
"","","","","","survey-text","19","2.0.0","1108019","pvvs8tb5l8c","turtle","42477","","{""image_description"":""a rectangle with a triangle cut out from the whole top and whole bottom with the points by each other in the middle to the left  ""}","study","23","stimuli/23.jpg","6577.38","7","a rectangle with a triangle cut out from the whole top and whole bottom with the points by each other in the middle to the left  ","28"
"","","","","","survey-text","20","2.0.0","1133179","pvvs8tb5l8c","turtle","24652","","{""image_description"":""sort of square with rigid cut outs all alone the sides""}","study","154","stimuli/154.jpg","7155.07","33","sort of square with rigid cut outs all alone the sides","11"
"","","","","","survey-text","21","2.0.0","1185480","pvvs8tb5l8c","turtle","51792","","{""image_description"":""zig zag at the top to a point on the left that zig zags down to the left bottom corner where theres a triangle then curved to the top""}","study","132","stimuli/132.jpg","7051.12","29","zig zag at the top to a point on the left that zig zags down to the left bottom corner where theres a triangle then curved to the top","29"
"","","","","","survey-text","22","2.0.0","1236795","pvvs8tb5l8c","turtle","50806","","{""image_description"":""positive slanted left sight to a triangle cut out at top and at bottom a triangle facing down on the right side ""}","study","89","stimuli/89.jpg","6850.88","20","positive slanted left sight to a triangle cut out at top and at bottom a triangle facing down on the right side ","23"
"","","","","","survey-text","23","2.0.0","1250813","pvvs8tb5l8c","turtle","13510","","{""image_description"":""a square with a triangle on the top right""}","study","22","stimuli/22.jpg","6593.16","7","a square with a triangle on the top right","9"
"","","","","","survey-text","24","2.0.0","1289875","pvvs8tb5l8c","turtle","38554","","{""image_description"":""a crayon shape on the right pointing down zig zag on boittom and piece missing in top middle  ""}","study","106","stimuli/106.jpg","6901.59","24","a crayon shape on the right pointing down zig zag on boittom and piece missing in top middle  ","20"
"","","","","","survey-text","25","2.0.0","1305249","pvvs8tb5l8c","turtle","14867","","{""Q0"":""how we describe shapes"",""Q1"":""no"",""Q2"":""yes"",""Q3"":""less shapes""}","","","","","","",""
"","","","","","html-keyboard-response","26","2.0.0","1307077","pvvs8tb5l8c","turtle","1827","<p style=""width:900px;"">Congratulations! You have completed the visual complexity experiment. You received visual stimuli of varying complexity and was asked to describe them. We are collecting data to show the relationship between complex objects and events in the real world and their representations in the mind. We want to know if there is an inverted U-shaped relationship between the two, meaning the length of the descriptions of the stimuli would increase as their complexity increases, hit a plateau point of maximum of description length where they would then begin the decrease as the stimuli gets increasingly complex still. Thanks for participating!</p>"," ","","","","","","",""
"true","","","","","fullscreen","27","null","1308084","pvvs8tb5l8c","turtle","null","","","","","","","","",""
